Id,SalePrice
1461,121505.41203098818
1462,164912.83748468992
1463,189017.58252216136
1464,201804.24885102388
1465,199082.07363825396
1466,172589.27124336569
1467,176082.21210294357
1468,159902.6474942526
1469,202995.1109892133
1470,119671.20487388367
1471,164047.4523528761
1472,96054.90428327446
1473,95006.88293745198
1474,145631.30867889067
1475,108039.18242978818
1476,362511.45733679424
1477,255297.68709531156
1478,314409.47813983663
1479,299448.7703727441
1480,502193.8965796158
1481,330388.4975179079
1482,207207.97427470458
1483,183932.4395882355
1484,159296.17807059793
1485,184520.3642706166
1486,189169.8592346412
1487,344629.45662032074
1488,213861.5328270762
1489,195943.06712729283
1490,250326.48801785137
1491,196759.7826491549
1492,97735.21925068366
1493,178275.2094918615
1494,300323.07230207353
1495,289951.064857073
1496,231022.75858509055
1497,184500.36661884282
1498,190201.99020886084
1499,168875.88607912458
1500,159416.48014204108
1501,178848.5825484894
1502,138823.6039970085
1503,322190.8861583601
1504,239422.46327935575
1505,229531.45930816614
1506,192431.37794697692
1507,246359.52036551488
1508,200654.8737036779
1509,155566.4124799778
1510,145321.29155243433
1511,169090.981031335
1512,171762.37263535586
1513,142576.94143757166
1514,158457.09698239499
1515,185983.59133147725
1516,152775.60186108135
1517,176336.01735974054
1518,130919.47473849297
1519,208861.1873335012
1520,125400.5767365728
1521,134326.86971134282
1522,175940.34189810543
1523,116774.89941691708
1524,128522.94307785928
1525,117664.5874670706
1526,111837.21991521197
1527,109005.05728890379
1528,133778.89213725535
1529,158842.46975961686
1530,194024.74448119086
1531,108867.72525801107
1532,91703.39658447007
1533,156124.12220144956
1534,126631.791687397
1535,147779.5320244815
1536,104592.43755244225
1537,59658.13874982941
1538,151183.2304400814
1539,193501.42469806154
1540,83594.02654162601
1541,142471.33696479007
1542,159006.9234011598
1543,179692.1420119831
1544,83159.90837322481
1545,116014.60181914721
1546,135605.12402742816
1547,133474.39182989614
1548,141045.96621394405
1549,120971.00673473006
1550,135444.57710616288
1551,102964.47123355903
1552,139193.99591301763
1553,145692.60684323043
1554,114592.24456687017
1555,167064.28309422807
1556,82960.08478823215
1557,124508.62207992656
1558,106067.35944153507
1559,59564.81337909997
1560,127728.04478602415
1561,130142.78539390562
1562,131379.31967784776
1563,120787.9087423072
1564,160652.37060658308
1565,157806.50179355973
1566,239913.60992079822
1567,78743.07151603048
1568,238156.89538471846
1569,140472.40549734348
1570,129533.81666618312
1571,111553.17011709258
1572,143728.79794065043
1573,233393.5167321391
1574,119522.28850250003
1575,233547.5990179987
1576,229381.9727529274
1577,175235.4548343094
1578,148251.67691631583
1579,149875.7009906614
1580,194538.98094181344
1581,157897.56985384363
1582,125223.11263112511
1583,287702.9995655492
1584,214401.4254785992
1585,133565.2932932636
1586,78041.44807612254
1587,105789.56991801804
1588,145232.17856403743
1589,98642.5405566196
1590,126508.90164178284
1591,93146.01005895232
1592,122368.75947904296
1593,128164.26384297253
1594,126293.92928770662
1595,114388.05564063032
1596,218754.92566007414
1597,208023.5068040981
1598,229490.3191765477
1599,171932.26934490708
1600,160808.5328634535
1601,64414.7179941013
1602,119346.62711265987
1603,60715.63241303746
1604,263380.7069484712
1605,228786.02053314808
1606,163570.17407556257
1607,174552.5142487472
1608,216349.13622073937
1609,181671.27391130914
1610,151578.84737628716
1611,135712.35096081544
1612,174113.24048568
1613,166861.90188921138
1614,125588.10487250009
1615,92224.14839110954
1616,79193.80360662469
1617,91611.73464684298
1618,138365.5278653443
1619,138125.24977593476
1620,151787.28668130204
1621,134690.99861206362
1622,146241.290594295
1623,248428.06573817457
1624,202478.55653362698
1625,115639.62509793586
1626,168066.66793052034
1627,196261.93789794605
