Id,SalePrice
1461,208444.6497959677
1462,144949.66761584848
1463,168028.70931567127
1464,166285.3955494475
1465,171570.35846080084
1466,162005.83199537316
1467,159214.1549780027
1468,155521.5453838589
1469,171570.35846080084
1470,174427.02864243774
1471,172317.54626039634
1472,139027.1722254466
1473,145960.99420546682
1474,162005.83199537316
1475,144446.63507263493
1476,212283.95671261547
1477,235005.8448735551
1478,208444.6497959677
1479,199233.98587099838
1480,254125.96499763784
1481,213208.45196883866
1482,168321.0333583345
1483,160603.92785561507
1484,161583.98068807716
1485,156470.5840101079
1486,161023.22051466643
1487,255010.95363309488
1488,237469.61460605307
1489,198887.97513767707
1490,174882.40961366572
1491,168321.0333583345
1492,160464.40640033153
1493,164989.79014409962
1494,214323.16236347597
1495,205387.5553481742
1496,171570.35846080084
1497,184243.86967925614
1498,167736.89295374296
1499,167736.89295374296
1500,167736.89295374296
1501,162005.83199537316
1502,170085.6884781002
1503,231760.53551463236
1504,184885.49530306947
1505,185529.35537539882
1506,175949.59397944104
1507,196141.4349082676
1508,199233.98587099838
1509,162146.69369767533
1510,169201.06041067722
1511,171272.39129778044
1512,173218.46814328208
1513,167736.89295374296
1514,110523.14901025704
1515,156470.5840101079
1516,166285.3955494475
1517,145328.0913093082
1518,182332.32208919068
1519,189439.87689007213
1520,144446.63507263493
1521,144949.66761584848
1522,162005.83199537316
1523,138906.39514575817
1524,145707.50296289314
1525,144070.5066265822
1526,139027.1722254466
1527,198887.97513767707
1528,140973.94967038961
1529,168321.0333583345
1530,162005.83199537316
1531,136157.29732351488
1532,110523.14901025704
1533,178413.39077198924
1534,136157.29732351488
1535,136157.29732351488
1536,145328.0913093082
1537,217702.3835994818
1538,141957.5373259545
1539,190099.5975059948
1540,110523.14901025704
1541,190099.5975059948
1542,151519.00303611482
1543,145328.0913093082
1544,131505.21538049774
1545,136157.29732351488
1546,182332.32208919068
1547,136157.29732351488
1548,144949.66761584848
1549,190099.5975059948
1550,167736.89295374296
1551,141957.5373259545
1552,181699.5569839016
1553,110523.14901025704
1554,129239.12358046569
1555,151782.604700903
1556,129239.12358046569
1557,110523.14901025704
1558,135096.43368117893
1559,110523.14901025704
1560,163419.97329049418
1561,110523.14901025704
1562,158661.6190349304
1563,140973.94967038961
1564,184724.87972093569
1565,167736.89295374296
1566,201322.7282354192
1567,162005.83199537316
1568,173972.83344986767
1569,167736.89295374296
1570,165852.40057245918
1571,132537.8784787998
1572,151914.57745654206
1573,181699.5569839016
1574,171272.39129778044
1575,174882.40961366572
1576,267496.75018975575
1577,188618.44478497916
1578,168321.0333583345
1579,182967.29078641502
1580,172617.33170747766
1581,144446.63507263493
1582,168321.0333583345
1583,231358.03574784918
1584,189604.59209330886
1585,159214.1549780027
1586,136157.29732351488
1587,145834.1935063922
1588,148004.86495973836
1589,167736.89295374296
1590,150077.3557414559
1591,110523.14901025704
1592,138544.69307823185
1593,156334.65331475294
1594,110523.14901025704
1595,110523.14901025704
1596,144949.66761584848
1597,168321.0333583345
1598,166719.5209571646
1599,185852.1257603939
1600,175338.97945929298
1601,131505.21538049774
1602,190264.88632666122
1603,147235.0808654382
1604,174427.02864243774
1605,210446.97495674793
1606,166719.5209571646
1607,216946.8704238609
1608,196141.4349082676
1609,173670.6938956304
1610,156470.5840101079
1611,174882.40961366572
1612,190099.5975059948
1613,200624.0589272608
1614,137704.38008250247
1615,110523.14901025704
1616,110523.14901025704
1617,141710.99890844553
1618,150077.3557414559
1619,169937.92993261368
1620,188782.4457650103
1621,182332.32208919068
1622,140362.67114687042
1623,168028.70931567127
1624,188782.4457650103
1625,170974.94161593245
1626,174882.40961366572
1627,166285.3955494475
1628,191425.93913061358
1629,155116.578683433
1630,180440.60698633568
1631,169937.92993261368
1632,174882.40961366572
1633,155927.56934089685
1634,162005.83199537316
1635,157699.29115764948
1636,160603.92785561507
1637,180911.6877557435
1638,175034.46731194376
1639,168321.0333583345
1640,162146.69369767533
1641,167591.1748774657
1642,183126.3781706675
1643,184243.86967925614
1644,180597.49745596555
1645,167445.5833908574
1646,174882.40961366572
1647,171570.35846080084
1648,167300.11838394616
1649,148004.86495973836
1650,182332.32208919068
1651,182332.32208919068
1652,139027.1722254466
1653,141957.5373259545
1654,162005.83199537316
1655,162005.83199537316
1656,162005.83199537316
1657,162005.83199537316
1658,162005.83199537316
1659,149167.09386427933
1660,195460.7467324734
1661,212838.17170518986
1662,234190.2818594333
1663,240794.8673762433
1664,214323.16236347597
1665,228163.10074919602
1666,248447.92637834515
1667,192761.53475749333
1668,247370.62889208584
1669,203080.06487038842
1670,231358.03574784918
1671,183444.96803190696
1672,238711.16880039885
1673,208444.6497959677
1674,235619.3804632838
1675,168321.0333583345
1676,190099.5975059948
1677,168321.0333583345
1678,252145.9536274133
1679,200449.77078225615
1680,194275.22167204024
1681,176562.3349525507
1682,203256.6400176463
1683,167445.5833908574
1684,155116.578683433
1685,155386.4391468592
1686,156063.14608268836
1687,156470.5840101079
1688,161443.60783146546
1689,161163.22785065247
1690,156470.5840101079
1691,155521.5453838589
1692,193432.82298109267
1693,156470.5840101079
1694,155656.76909375636
1695,156470.5840101079
1696,195800.79502481292
1697,157836.40838565707
1698,223453.23327577
1699,224426.37065906668
1700,193937.82285113612
1701,189934.4522766904
1702,257236.93226484596
1703,207721.2646097111
1704,230154.72573465653
1705,169495.4240239169
1706,220559.06580130904
1707,175034.46731194376
1708,190264.88632666122
1709,259933.76973344496
1710,201672.9747738676
1711,218081.12626274696
1712,173218.46814328208
1713,205030.8576776915
1714,184243.86967925614
1715,190761.61558588414
1716,182332.32208919068
1717,168321.0333583345
1718,110523.14901025704
1719,167445.5833908574
1720,230354.84190368926
1721,182332.32208919068
1722,110523.14901025704
1723,182332.32208919068
1724,219221.31229230878
1725,179658.19670358908
1726,174882.40961366572
1727,177023.29062093963
1728,169937.92993261368
1729,165564.36381761386
1730,188127.29618537225
1731,156470.5840101079
1732,208807.28653196385
1733,162005.83199537316
1734,141957.5373259545
1735,143445.80109212518
1736,137584.75215207416
1737,234190.2818594333
1738,174275.4986443738
1739,203787.28717055693
1740,179970.7528767093
1741,192929.13809368125
1742,162005.83199537316
1743,171570.35846080084
1744,193096.8871585195
1745,176715.85332134977
1746,174730.48401247634
1747,218460.52783476032
1748,172917.63869932437
1749,170974.94161593245
1750,148004.86495973836
1751,173670.6938956304
1752,144949.66761584848
1753,162005.83199537316
1754,170381.59110246465
1755,169937.92993261368
1756,155927.56934089685
1757,144446.63507263493
1758,215443.70076001712
1759,182332.32208919068
1760,187800.5744996802
1761,173670.6938956304
1762,178103.5392780007
1763,152178.8673127365
1764,147235.0808654382
1765,178258.39770142746
1766,175186.65722216762
1767,177023.29062093963
1768,141710.99890844553
1769,162146.69369767533
1770,143072.27874437044
1771,143945.3482508413
1772,149816.71559169426
1773,142699.72902142038
1774,169937.92993261368
1775,143072.27874437044
1776,167736.89295374296
1777,136157.29732351488
1778,134979.07135210937
1779,188782.4457650103
1780,157836.40838565707
1781,136869.1638242598
1782,151914.57745654206
1783,206640.8911666627
1784,141096.52445850836
1785,139027.1722254466
1786,174882.40961366572
1787,190099.5975059948
1788,110523.14901025704
1789,182332.32208919068
1790,145960.99420546682
1791,243107.94963575984
1792,151650.7465939601
1793,167736.89295374296
1794,167736.89295374296
1795,144446.63507263493
1796,154309.80604751132
1797,241633.43072850228
1798,142699.72902142038
1799,136157.29732351488
1800,141957.5373259545
1801,154309.80604751132
1802,182332.32208919068
1803,168174.80782174526
1804,180440.60698633568
1805,139027.1722254466
1806,127233.04728628343
1807,146469.3004743404
1808,166574.68670249413
1809,110523.14901025704
1810,156470.5840101079
1811,110523.14901025704
1812,110523.14901025704
1813,144446.63507263493
1814,141957.5373259545
1815,144446.63507263493
1816,141834.21455010067
1817,206640.8911666627
1818,150730.94165344888
1819,140973.94967038961
1820,110523.14901025704
1821,132307.69923340215
1822,192761.53475749333
1823,110523.14901025704
1824,133346.663948408
1825,148004.86495973836
1826,145960.99420546682
1827,139027.1722254466
1828,137345.80797406205
1829,309280.4238711031
1830,182332.32208919068
1831,133346.663948408
1832,110523.14901025704
1833,145454.45195992166
1834,153640.7017865766
1835,110523.14901025704
1836,154309.80604751132
1837,110523.14901025704
1838,144446.63507263493
1839,133811.0410622206
1840,110523.14901025704
1841,137584.75215207416
1842,134510.64071229054
1843,197509.93096425262
1844,171272.39129778044
1845,154309.80604751132
1846,167736.89295374296
1847,148004.86495973836
1848,110523.14901025704
1849,170381.59110246465
1850,148520.28896799745
1851,136157.29732351488
1852,137584.75215207416
1853,139269.04151784605
1854,165133.24635438493
1855,182332.32208919068
1856,166719.5209571646
1857,182332.32208919068
1858,206640.8911666627
1859,156470.5840101079
1860,198197.7553835125
1861,156470.5840101079
1862,225403.74604936328
1863,225403.74604936328
1864,225403.74604936328
1865,297159.62030983064
1866,230555.13207080474
1867,242474.9143610119
1868,174275.4986443738
1869,196482.66741204466
1870,223453.23327577
1871,230154.72573465653
1872,162005.83199537316
1873,174427.02864243774
1874,162005.83199537316
1875,176562.3349525507
1876,169495.4240239169
1877,182490.85737744422
1878,187474.42023329475
1879,148908.03457120867
1880,162570.0140937867
1881,322175.50478584674
1882,181383.99838740358
1883,178258.39770142746
1884,187474.42023329475
1885,173821.69802480759
1886,174124.10028497013
1887,172317.54626039634
1888,223453.23327577
1889,162005.83199537316
1890,177331.26277742774
1891,174427.02864243774
1892,145960.99420546682
1893,130934.99432844654
1894,110523.14901025704
1895,145075.69923259327
1896,138063.8883240426
1897,137345.80797406205
1898,129239.12358046569
1899,162005.83199537316
1900,133230.8216968533
1901,162005.83199537316
1902,144321.14994281754
1903,156470.5840101079
1904,155116.578683433
1905,165276.8272977474
1906,142823.80434945296
1907,182332.32208919068
1908,163704.279391748
1909,165133.24635438493
1910,165133.24635438493
1911,170826.41054953932
1912,178413.39077198924
1913,182332.32208919068
1914,131505.21538049774
1915,168028.70931567127
1916,140973.94967038961
1917,193096.8871585195
1918,149946.97903549502
1919,176869.50517212597
1920,198197.7553835125
1921,217702.3835994818
1922,238503.79323923946
1923,162005.83199537316
1924,182649.53050981334
1925,168613.86596495844
1926,245870.2556219066
1927,154309.80604751132
1928,171272.39129778044
1929,148004.86495973836
1930,160464.40640033153
1931,202727.37463101206
1932,162005.83199537316
1933,241213.78465157517
1934,166285.3955494475
1935,159214.1549780027
1936,166574.68670249413
1937,154578.26294699084
1938,157015.4897171404
1939,174882.40961366572
1940,171570.35846080084
1941,164846.45855853235
1942,158661.6190349304
1943,165133.24635438493
1944,200101.64858874926
1945,197853.54427724425
1946,169937.92993261368
1947,179346.18334845378
1948,209898.98646516952
1949,174882.40961366572
1950,185852.1257603939
1951,178258.39770142746
1952,178413.39077198924
1953,164989.79014409962
1954,169054.07036815918
1955,168321.0333583345
1956,346274.69402640837
1957,166719.5209571646
1958,219030.86815480457
1959,167736.89295374296
1960,141957.5373259545
1961,182332.32208919068
1962,139027.1722254466
1963,150077.3557414559
1964,139027.1722254466
1965,164846.45855853235
1966,162005.83199537316
1967,242685.74275392707
1968,194444.14113686903
1969,204141.82136814547
1970,231358.03574784918
1971,300275.0018810156
1972,264261.70292574854
1973,195460.7467324734
1974,213208.45196883866
1975,219411.92201820615
1976,208807.28653196385
1977,211363.47016932504
1978,220559.06580130904
1979,235414.69083150348
1980,168321.0333583345
1981,251052.6210889899
1982,178258.39770142746
1983,178258.39770142746
1984,166864.48114310225
1985,193432.82298109267
1986,197509.93096425262
1987,160325.00615152594
1988,155521.5453838589
1989,156470.5840101079
1990,161163.22785065247
1991,168321.0333583345
1992,160743.57062276438
1993,156879.08564583317
1994,156470.5840101079
1995,163419.97329049418
1996,173067.98805801847
1997,200798.49861325973
1998,249746.87810142504
1999,182332.32208919068
2000,212283.95671261547
2001,218270.74461356178
2002,193096.8871585195
2003,231559.1981773449
2004,237469.61460605307
2005,167736.89295374296
2006,184243.86967925614
2007,196141.4349082676
2008,165133.24635438493
2009,177023.29062093963
2010,167445.5833908574
2011,110523.14901025704
2012,168174.80782174526
2013,174427.02864243774
2014,166864.48114310225
2015,168174.80782174526
2016,190595.89524159278
2017,171570.35846080084
2018,154309.80604751132
2019,159214.1549780027
2020,144446.63507263493
2021,140484.71443725022
2022,168321.0333583345
2023,169201.06041067722
2024,166719.5209571646
2025,192092.57616891802
2026,169937.92993261368
2027,167736.89295374296
2028,176715.85332134977
2029,162005.83199537316
2030,169937.92993261368
2031,177485.44971772836
2032,184243.86967925614
2033,168321.0333583345
2034,165133.24635438493
2035,177639.77072131928
2036,167736.89295374296
2037,167736.89295374296
2038,230555.13207080474
2039,167300.11838394616
2040,234190.2818594333
2041,178258.39770142746
2042,166140.93843255582
2043,173067.98805801847
2044,172467.37384748878
2045,182649.53050981334
2046,168321.0333583345
2047,166285.3955494475
2048,182332.32208919068
2049,182332.32208919068
2050,165420.5330826412
2051,139390.1339132529
2052,163562.06456797692
2053,139027.1722254466
2054,135096.43368117893
2055,163419.97329049418
2056,139027.1722254466
2057,144949.66761584848
2058,167736.89295374296
2059,142451.90163560768
2060,167736.89295374296
2061,162146.69369767533
2062,154309.80604751132
2063,136157.29732351488
2064,192092.57616891802
2065,156470.5840101079
2066,176715.85332134977
2067,143570.525118915
2068,168321.0333583345
2069,155116.578683433
2070,141957.5373259545
2071,144446.63507263493
2072,402806.8211950977
2073,152708.8272014466
2074,169937.92993261368
2075,156606.63289521539
2076,182332.32208919068
2077,144823.7454865538
2078,143321.18541684284
2079,182332.32208919068
2080,140973.94967038961
2081,136157.29732351488
2082,110523.14901025704
2083,167736.89295374296
2084,149816.71559169426
2085,139027.1722254466
2086,144446.63507263493
2087,156470.5840101079
2088,147235.0808654382
2089,138063.8883240426
2090,144446.63507263493
2091,110523.14901025704
2092,162005.83199537316
2093,134393.78727916523
2094,110523.14901025704
2095,226976.40782588726
2096,131505.21538049774
2097,110523.14901025704
2098,235210.17901975295
2099,143072.27874437044
2100,110523.14901025704
2101,159214.1549780027
2102,141957.5373259545
2103,144446.63507263493
2104,155521.5453838589
2105,110523.14901025704
2106,156470.5840101079
2107,148778.6736896647
2108,144446.63507263493
2109,144446.63507263493
2110,141957.5373259545
2111,137584.75215207416
2112,136157.29732351488
2113,136157.29732351488
2114,131505.21538049774
2115,136157.29732351488
2116,152443.6169610671
2117,198197.7553835125
2118,136157.29732351488
2119,127012.08096970963
2120,150469.16641752358
2121,140973.94967038961
2122,148004.86495973836
2123,127454.39802387207
2124,156470.5840101079
2125,182332.32208919068
2126,198197.7553835125
2127,151124.45866247252
2128,134744.65247393757
2129,162005.83199537316
2130,144446.63507263493
2131,156470.5840101079
2132,156470.5840101079
2133,145960.99420546682
2134,154309.80604751132
2135,182332.32208919068
2136,110523.14901025704
2137,136157.29732351488
2138,162005.83199537316
2139,168321.0333583345
2140,142699.72902142038
2141,171272.39129778044
2142,139754.04319414243
2143,171570.35846080084
2144,156470.5840101079
2145,143445.80109212518
2146,189604.59209330886
2147,190430.31886354095
2148,190595.89524159278
2149,244166.6831814732
2150,167445.5833908574
2151,137226.49154599273
2152,110523.14901025704
2153,146214.92645353955
2154,110523.14901025704
2155,140973.94967038961
2156,188454.58627752488
2157,175796.7412831441
2158,163846.61786922874
2159,166574.68670249413
2160,168321.0333583345
2161,234190.2818594333
2162,356659.67354405695
2163,236234.5178255985
2164,223647.5225950894
2165,161724.47559683508
2166,174882.40961366572
2167,179502.1222327316
2168,186175.45767766624
2169,175491.43413837682
2170,190430.31886354095
2171,174882.40961366572
2172,182332.32208919068
2173,162005.83199537316
2174,181383.99838740358
2175,207540.8109089913
2176,205744.87357514043
2177,185529.35537539882
2178,179814.40687891742
2179,159214.1549780027
2180,206820.5624003239
2181,166285.3955494475
2182,224231.40473104466
2183,187800.5744996802
2184,139027.1722254466
2185,171272.39129778044
2186,167736.89295374296
2187,177023.29062093963
2188,162005.83199537316
2189,190099.5975059948
